Ministries/Departments,Head Of Expenditure,Detailed Head Of Expenditure,Actual 2021-2022 Total,Budget 2022-2023 Total,Revised 2022-2023 Total,Budget 2023-2024 Total,Anomaly,Anomaly_Flag
Ministry of Home Affairs (Andaman and Nicobar Islands,Schemes of UT,Public Works,65.05,72.58,76.62,73.59,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Schemes of UT,Housing,30.67,32.67,33.58,36.84,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Schemes of UT,Urban Development,344.15,216.1,205.36,243.1,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Schemes of UT,Police and Fire Control,13.6,30.2,26.52,24.71,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Schemes of UT,Hiring of Transponder,617.93,246.84,149.42,207.57,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Schemes of UT,Other Social Security and Welfare Activities,0.6,1.04,0.9,0.9,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,UT's Supplement to Centrally Sponsored Schemes,Total UT's Supplement to Centrally Sponsored Schemes,19.69,33.21,23.61,30.6,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Tribal Area Component,Total Tribal Area Component,201.15,268.62,220.13,226.76,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Grantee / Other Bodies,Total Grantee / Other Bodies,6.36,6.73,10.55,226.76,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Grantee / Other Bodies,SOVTECH,6.0,6.0,10.0,6.0,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Grantee / Other Bodies,Other Grantee Bodies,0.36,0.73,0.55,3.9,1,Normal
Ministry of Home Affairs (Andaman and Nicobar Islands,Other Expenditure of UT,Total Other Expenditure of UT,0.0,0.03,0.0,0.03,1,Normal
Ministry of Home Affairs (Chandigarh,Secretariat,Total Secretariat,23.13,23.96,28.55,26.87,1,Normal
Ministry of Home Affairs (Chandigarh,Other Establishment,Total Other Establishment,2742.36,2958.41,3448.66,3350.29,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Total Schemes of UT,1292.95,1403.06,1278.47,3350.29,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Police Housing and Allied works,103.88,93.23,94.01,94.82,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Power and Renewable Energy,812.27,945.91,835.02,871.25,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,"Forests, Wildlife, Ecology and Environment",37.92,37.7,33.24,36.29,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Health Services,46.1,67.79,59.46,69.52,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Education,36.87,72.33,63.91,112.39,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Welfare of Women and Children,28.84,27.52,37.66,39.13,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,"Art, Culture and Museum",0.73,2.45,3.5,4.05,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Khadi and Village Industries,0.41,0.54,0.96,15.0,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Road and Transport,19.85,47.36,34.79,75.55,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Govt- Housing,11.27,15.39,13.57,15.83,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Urban Development,218.17,113.04,133.16,221.63,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Welfare of Differently Abled and Aged,21.57,22.43,18.95,19.34,1,Normal
Ministry of Home Affairs (Chandigarh,Schemes of UT,Other Schemes,67.08,93.37,88.24,132.3,1,Normal
Ministry of Home Affairs (Chandigarh,UT's Supplement to Centrally Sponsored Schemes,Total UT's Supplement to Centrally Sponsored Schemes,9.81,17.0,14.0,15.0,1,Normal
Ministry of Home Affairs (Chandigarh,Grantee / Other Bodies,Total Grantee / Other Bodies,760.04,844.36,871.44,987.84,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Secretariat,Total Secretariat,18.94,19.84,19.84,21.45,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Other Establishment,Total Other Establishment,632.94,652.54,652.54,711.42,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Total Schemes of UT,1071.37,1033.38,1087.38,711.42,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Police Welfare Schemes,3.8,19.31,24.31,27.85,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,"Schemes for SCs, STs, OBCs and Minorities",0.73,0.5,0.5,0.5,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Relief on Account of Natural Calamities,5.78,1.8,1.8,1.7,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Up-gradation of Fire Fighting Services,2.11,10.23,10.23,5.3,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Schemes for Agriculture and Allied Activities,6.97,9.3,9.3,22.67,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Transmission and Distribution of Power,1391.83,1447.03,72.03,48.54,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,"Forests, Wildlife including Ecology and Environment",32.83,35.06,35.06,36.69,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Public Distribution System,6.47,6.5,6.5,6.5,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Schemes under Medical and Health,133.36,183.63,190.63,207.38,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Schemes under Education,105.47,116.99,116.99,132.09,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Schemes for industrial promotion,15.0,25.0,25.0,40.0,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Labour welfare,0.27,0.35,0.35,0.35,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Industrial Training Institutes,0.18,0.2,0.2,0.2,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Roads and Bridges,453.9,324.69,324.69,360.58,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Construction and Development of Ports and Light Houses,0.0,1.03,1.03,1.01,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Schemes related to Civil Aviation,30.98,53.01,53.01,50.01,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Scheme for Tourism,77.61,64.12,88.12,49.34,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Public Works,77.15,95.19,113.19,84.09,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Water Supply and Sanitation,12.98,31.85,31.85,36.28,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Government Accommodation for General Pool,4.29,6.62,6.62,12.16,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Construction of Solid Waste Management facilities,0.0,0.05,0.05,0.05,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Welfare of Widows/Destitute Women,0.25,0.21,0.21,0.21,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Social Security Schemes,3.77,5.2,5.2,7.0,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Scheme for Development of Sport,0.0,2.0,2.0,1.6,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Schemes of UT,Scheme for Differently Able and Aged,0.52,0.51,0.51,0.5,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),UTs Supplement to Centrally Sponsored Schemes,Total UTs Supplement to Centrally Sponsored Schemes,0.41,0.36,0.36,0.36,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Tribal Area Component,Total Tribal Area Component,1.8,17.09,17.09,1.33,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Grantee / Other Bodies,Total Grantee / Other Bodies,641.43,643.58,690.48,1.33,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Grantee / Other Bodies,Grants to District Panchayats and Village Panchayats,229.07,409.3,409.3,407.3,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Grantee / Other Bodies,Grants to Municipal Councils,321.98,93.5,110.96,118.8,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Grantee / Other Bodies,Other Grantee Bodies,90.38,140.78,170.22,85.14,1,Normal
Ministry of Home Affairs (Dadra and Nagar Haveli and Daman and Diu),Other Expenditure of UT,Total Other Expenditure of UT,8.45,7.31,7.31,3.6,1,Normal
Ministry of Home Affairs (Ladakh),Secretariat,Total Secretariat,1315.22,95.77,69.89,82.07,1,Normal
Ministry of Home Affairs (Ladakh),Other Establishment,Total Other Establishment,1466.78,1850.57,1545.22,1702.62,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Total Schemes of UT,505.07,522.65,576.52,1702.62,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Welfare of Tribal and Other Backward Classes,0.43,0.73,0.75,0.76,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Disaster Management,19.1,12.18,30.08,24.14,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Agriculture and Allied Schemes,23.79,13.82,26.45,13.88,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Water Supply and Sanitation,4.91,5.0,7.4,6.5,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Rural Development,35.61,54.22,44.22,50.02,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Power,173.69,135.37,125.87,141.3,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Forestry and Wildlife,1.3,3.89,3.68,3.36,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Civil Supplies,42.91,50.38,98.24,66.2,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Medical and Public Health,8.83,5.84,5.77,0.85,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,"Education, Sports, Arts and Culture",6.06,8.44,11.47,12.53,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Social Welfare,21.11,24.42,21.74,22.88,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Village and Small Industries,1.53,1.94,1.72,3.16,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Information and Publicity,1.38,2.0,0.8,1.07,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Labour and Employment,0.0,0.01,0.01,0.02,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Roads and Bridges,25.69,38.0,86.2,67.2,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Civil Aviation,38.08,42.1,36.1,37.05,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Tourism,26.41,31.64,31.48,31.29,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Public Works,34.5,49.87,52.63,40.33,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Housing,1.36,3.0,1.0,3.0,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Urban Development,20.46,26.59,27.4,28.81,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Police and Fire Control,14.89,11.89,13.71,15.13,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Communication,0.31,0.51,0.5,0.5,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,"Science, Technology and Enviornment",0.0,0.01,0.0,0.02,1,Normal
Ministry of Home Affairs (Ladakh),Schemes of UT,Transport,2.72,0.8,0.8,0.25,1,Normal
Ministry of Home Affairs (Ladakh),UT's Supplement to Centrally Sponsored Schemes,Total UT's Supplement to Centrally Sponsored Schemes,2.95,0.67,0.65,0.64,1,Normal
Ministry of Home Affairs (Ladakh),Tribal Area Component,Total Tribal Area Component,1756.3,3407.42,3679.94,3488.56,1,Normal
Ministry of Home Affairs (Ladakh),Grantee / Other Bodies,Total Grantee / Other Bodies,14.31,80.92,85.78,124.11,1,Normal
Ministry of Home Affairs (Lakshadweep,Secretariat,Total Secretariat,14.26,19.8,19.8,20.4,1,Normal
Ministry of Home Affairs (Lakshadweep,Other Establishment,Total Other Establishment,407.73,424.8,424.8,407.42,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Total Schemes of UT,840.33,940.86,868.54,407.42,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Disaster Management,0.34,0.31,0.31,0.3,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Information Technology,60.0,60.0,60.0,64.5,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Police,3.53,32.3,9.3,13.3,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Power,175.99,125.56,206.06,153.55,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Agriculture and Allied Activities,5.35,19.66,10.34,8.2,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Environment and Forest,2.11,4.31,2.41,1.85,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Panchayati Raj,9.0,6.8,4.05,7.3,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Civil Supplies,7.03,10.15,5.75,5.75,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Health,43.26,101.18,53.13,86.0,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,"Education, Sports, Arts and Culture",25.59,47.85,43.85,93.4,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,"Social  Welfare, Women and Child Development",8.3,8.6,8.6,9.5,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Village and Small Industries,0.42,1.72,1.47,1.0,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Employment and Training,2.14,6.11,4.11,4.55,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Science and Technology,1.21,2.41,1.71,2.25,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,"Urban Development, Housing, Water Supply  and Flood Control",57.15,70.65,68.65,75.45,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Roads,5.32,15.35,7.15,10.2,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Transport,436.9,445.15,401.65,438.5,1,Normal
Ministry of Home Affairs (Lakshadweep,Schemes of UT,Tourism Development,2.88,9.5,6.75,7.9,1,Normal
Ministry of Home Affairs (Lakshadweep,UT's Supplement to Centrally Sponsored Schemes,Total UT's Supplement to Centrally Sponsored Schemes,2.23,3.34,3.34,2.8,1,Normal
Ministry of Home Affairs (Lakshadweep,Grantee / Other Bodies,Total Grantee / Other Bodies,1.51,2.19,2.19,2.2,1,Normal
Ministry of Home Affairs (Lakshadweep,Other Expenditure of UT,Total Other Expenditure of UT,2.36,3.76,3.76,5.18,1,Normal
Ministry of Housing and Urban Affairs,Secretariat,Total Secretariat,1.2,0.0,0.0,5.18,1,Normal
Ministry of Housing and Urban Affairs,Secretariat,International Contributions,1.2,0.0,0.0,0.0,1,Normal
Ministry of Housing and Urban Affairs,Secretariat,Total Secretariat,1286.46,211.16,216.31,0.0,1,Normal
Ministry of Housing and Urban Affairs,Secretariat,Secretariat,112.33,120.0,122.46,141.9,1,Normal
Ministry of Housing and Urban Affairs,Secretariat,Central Public Works Department,1091.02,0.0,0.0,0.0,1,Normal
Ministry of Housing and Urban Affairs,Secretariat,Directorate of Estates,65.35,69.95,68.99,49.16,1,Normal
